NOUN	NOUN FREQ	NUMBER OF SYLLABLES IN THE BASE	PREFIX	THEME SHARED WITH THE BASE VERB (with v1|v2)	NOUN SUFFIX (wrt v1|v2 or a|v1 etc.)	RETROGRADE	PARENT noun	how parent noun derived from its parent	PARENT adjective	how parent adjective derived from its parent	PARENT other pos	how parent word(other pos) derived from its parent	PARENT verb1	how parent verb1 derived from its parent	v1 theme	v1 aspect	v1 conjug class	v1 has a suffixed aspect counterpart	PARENT verb2 = v1's suffixed counterpart	how parent verb2 derived from its parent	v2 theme	v2 aspect	v2 conjug class	NOUN ALSO AS NNI.*
jmenovec	163	2	no	ov<ova	ec	cevonemj	jméno	UNMOT					jmenovat	deNaction	ova	bip	3	no	NA					no
chodec	1885	1	no	x	ec	cedohc	chod	deVaction					chodit	UNMOT	i	imp	4	yes (det)	no					no
herec	9740	1	no	x	ec	cereh	hra	deVaction					hrát	UNMOT	á	imp	3	no	NA					no
hudec	53	1	no	x	ec	ceduh							houst	UNMOT	0	imp	1	no	NA					no
honec	39	1	no	x	ec	cenoh	hon	deVaction					honit	UNMOT	i	imp	4	yes (det)	no					no
dorostenec	458	3	yes1	x	ec	cenetsorod	dorost	deVaction					dorůst	deVpref	0	per	1	yes	dorůstat	deVsecimp	a	imp	5	no
bijec	87	1	no	x	ec	cejib	boj	deVaction					bít	UNMOT	0	imp	3	no	NA					no
běženec	100	2	no	e	ec	cenežěb	běh	deVaction					běžet	UNMOT	e	imp	4	yes (det)	no					no
běžec	1275	1	no	e	ec	cežěb	běh	deVaction					běžet	UNMOT	e	imp	4	yes (det)	no					no
nepřizpůsobivec	1	5	yes3	x	ec	cevibosůpziřpen			nepřizpůsobivý	deAneg														no
nedovzdělanec	1	4	yes3	x	ec	cenalědzvoden			nedovzdělaný	deAneg														no
zapomnětlivec	9	4	yes2	x	ec	ceviltěnmopaz			zapomnětlivý	deVother														no
zaostalec	9	3	yes2	x	ec	celatsoaz			zaostalý	deVlpart														no
vypovězenec	2	4	yes2	x	ec	cenezěvopyv			vypovězený	deVnpart														no
vypočítavec	2	4	yes2	x	ec	cevatíčopyv			vypočítavý	deVother														no
povstalec	691	2	yes2	x	ec	celatsvop			povstalý	deVlpart														no
opovážlivec	20	4	yes2	x	ec	cevilžávopo			opovážlivý	deVother														no
nezvedenec	6	3	yes2	x	ec	cenedevzen			nezvedený	deAneg														no
nezletilec	37	3	yes2	x	ec	celitelzen			nezletilý	deAneg														no
nevychovanec	20	4	yes2	x	ec	cenavohcyven			nevychovaný	deAneg														no
nevycválanec	2	4	yes2	x	ec	cenalávcyven			nevycválaný	deAneg														no
nevraživec	1	3	yes2	x	ec	cevižarven			nevraživý	deVother														no
neurvalec	26	3	yes2	x	ec	celavruen			neurvalý	deAneg														no
nespokojenec	97	4	yes2	x	ec	cenejokopsen			nespokojený	deAneg														no
nesnášenlivec	2	4	yes2	x	ec	cevilnešánsen			nesnášenlivý	deAneg														no
nepodařenec	1	4	yes2	x	ec	ceneřadopen			nepodařený	deAneg														no
neotesanec	40	4	yes2	x	ec	cenasetoen			neotesaný	deAneg														no
neomalenec	3	4	yes2	x	ec	cenelamoen			neomalený	COMPOUND														no
nenažranec	21	3	yes2	x	ec	cenaržanen			nenažraný	deAneg														no
nedůvěřivec	9	4	yes2	x	ec	ceviřěvůden			nedůvěřivý	deAneg														no
nedůtklivec	1	3	yes2	x	ec	cevilktůden			nedůtklivý	deVother														no
nedonošenec	12	4	yes2	x	ec	cenešonoden			nedonošený	deAneg														no
nedomrlec	2	3	yes2	x	ec	celrmoden			nedomrlý	deVlpart														no
nedočkavec	41	3	yes2	x	ec	cevakčoden			nedočkavý	deVother														no
zženštilec	8	2	yes1	x	ec	celitšnežz			zženštilý	deVlpart														no
zvolenec	3	2	yes1	x	ec	cenelovz			zvolený	deVnpart														no
zvlčilec	1	2	yes1	x	ec	celičlvz			zvlčilý	deVlpart														no
zvídavec	1	2	yes1	x	ec	cevadívz			zvídavý	deVother														no
zvědavec	317	2	yes1	x	ec	cevaděvz			zvědavý	deVother														no
ztřeštěnec	15	2	yes1	x	ec	cenětšeřtz			ztřeštěný	deVnpart														no
ztroskotanec	107	3	yes1	x	ec	cenatoksortz			ztroskotaný	deVnpart														no
ztracenec	72	2	yes1	x	ec	cenecartz			ztracený	deVnpart														no
zřízenec	431	2	yes1	x	ec	cenezířz			zřízený	deVnpart														no
zrozenec	16	2	yes1	x	ec	cenezorz			zrozený	deVnpart														no
zpravodajec	102	3	yes1	x	ec	cejadovarpz	zpravodaj	COMPOUND																no
zpozdilec	5	2	yes1	x	ec	celidzopz			zpozdilý	deVlpart														no
zplozenec	40	2	yes1	x	ec	cenezolpz			zplozený	deVnpart														no
zplnomocněnec	22	4	yes1	x	ec	ceněncomonlpz			zplnomocněný	deVnpart														no
zmužilec	1	2	yes1	x	ec	celižumz			zmužilý	deVlpart														no
zmocněnec	276	2	yes1	x	ec	ceněncomz			zmocněný	deVnpart														no
změtenec	1	2	yes1	x	ec	cenetěmz			změtený	deVnpart														no
změkčilec	5	2	yes1	x	ec	celičkěmz			změkčilý	deVlpart														no
zmatenec	1	2	yes1	x	ec	cenetamz			zmatený	deVnpart														no
zkurvenec	1	2	yes1	x	ec	cenevrukz			zkurvený	deVnpart														no
zkrachovanec	9	3	yes1	x	ec	cenavohcarkz			zkrachovaný	deVnpart														no
zkrachovalec	11	3	yes1	x	ec	celavohcarkz			zkrachovalý	deVlpart														no
zkamenělec	2	3	yes1	x	ec	celěnemakz			zkaměnělý	deVlpart														no
zjizvenec	5	2	yes1	x	ec	cenevzijz			zjizvený	deVnpart														no
zchátralec	1	2	yes1	x	ec	celartáhcz			zchátralý	deVlpart														no
zhýralec	49	2	yes1	x	ec	celarýhz			zhýralý	deVlpart														no
zhůvěřilec	1	3	yes1	x	ec	celiřěvůhz			zhůvěřilý	deVlpart														no
zhovadilec	1	3	yes1	x	ec	celidavohz			zhovadilý	deVlpart														no
zbloudilec	13	2	yes1	x	ec	celiduolbz			zbloudilý	deVlpart														no
zběsilec	6	2	yes1	x	ec	celisěbz			zběsilý	deNother														no
zbabělec	561	2	yes1	x	ec	celěbabz			zbabělý	deNother														no
zazobanec	26	3	yes1	x	ec	cenabozaz			zazobaný	deVnpart														no
zavšivenec	2	3	yes1	x	ec	cenevišvaz			zavšivený	deVnpart														no
zavrženec	1	3	yes1	x	ec	cenežrvaz			zavržený	deVnpart														no
závistivec	42	3	yes1	x	ec	cevitsiváz			závistivý	deVother														no
zavilec	1	2	yes1	x	ec	celivaz			zavilý	deVlpart														no
zavalitec	1	3	yes1	x	ec	cetilavaz			zavalitý	deVother														no
zatvrzelec	3	3	yes1	x	ec	celezrvtaz			zatvrzelý	deVlpart														no
zatracenec	80	3	yes1	x	ec	cenecartaz			zatracený	deVnpart														no
zatoulanec	7	3	yes1	x	ec	cenaluotaz			zatoulaný	deVnpart														no
zasvěcenec	132	3	yes1	x	ec	cenecěvsaz			zasvěcený	deVnpart														no
zasloužilec	3	3	yes1	x	ec	celižuolsaz			zasloužilý	deVlpart														no
zaslepenec	5	3	yes1	x	ec	cenepelsaz			zaslepený	deVnpart														no
zapruzenec	2	3	yes1	x	ec	cenezurpaz			zapruzený	deVnpart														no
zaprodanec	32	3	yes1	x	ec	cenadorpaz			zaprodaný	deVnpart														no
zapálenec	1	3	yes1	x	ec	cenelápaz			zapálený	deVnpart														no
zanícenec	2	3	yes1	x	ec	cenecínaz			zanícený	deVnpart														no
zamilovanec	1	4	yes1	x	ec	cenavolimaz			zamilovaný	deVnpart														no
zaměstnanec	13937	3	yes1	x	ec	cenantsěmaz			zaměstnaný	deVnpart														no
zakuklenec	21	3	yes1	x	ec	cenelkukaz			zakuklený	deVnpart														no
zajatec	1268	2	yes1	x	ec	cetajaz			zajatý	deVnpart														no
zádumčivec	4	3	yes1	x	ec	cevičmudáz			zádumčivý	deVother														no
zadluženec	1	3	yes1	x	ec	cenežuldaz			zadlužený	deVnpart														no
zabloudilec	1	3	yes1	x	ec	celiduolbaz			zabloudilý	deVlpart														no
zabedněnec	30	3	yes1	x	ec	ceněndebaz			zabedněný	deVnpart														no
vzdělanec	355	2	yes1	x	ec	cenalědzv			vzdělaný	deVnpart														no
vzbouřenec	236	2	yes1	x	ec	ceneřuobzv			vzbouřený	deVnpart														no
vyzáblec	1	3	yes1	x	ec	celbázyv			vyzáblý	deVlpart														no
vyvrženec	35	3	yes1	x	ec	cenežrvyv			vyvržený	deVnpart														no
vyvolenec	15	3	yes1	x	ec	cenelovyv			vyvolený	deVnpart														no
vytrvalec	128	3	yes1	x	ec	celavrtyv			vytrvalý	deVlpart														no
vyškolenec	1	3	yes1	x	ec	cenelokšyv			vyškolený	deVnpart														no
vyšinutec	1	3	yes1	x	ec	cetunišyv			vyšinutý	deVnpart														no
vyšetřovanec	10	4	yes1	x	ec	cenavořtešyv			vyšetřovaný	deVnpart														no
vystěhovalec	68	4	yes1	x	ec	celavohětsyv			vystěhovalý	deVlpart														no
vysloužilec	62	3	yes1	x	ec	celižuolsyv			vysloužilý	deVlpart														no
vyslanec	571	2	yes1	x	ec	cenalsyv			vyslaný	deVnpart														no
vysídlenec	15	3	yes1	x	ec	ceneldísyv			vysídlený	deVnpart														no
vynalézavec	2	4	yes1	x	ec	cevazélanyv			vynalézavý	deVnpart														no
vylízanec	4	3	yes1	x	ec	cenazílyv			vylízaný	deVnpart														no
vykořeněnec	1	4	yes1	x	ec	ceněneřokyv			vykořeněný	deVnpart														no
vykleštěnec	2	3	yes1	x	ec	cenětšelkyv			vykleštěný	deVnpart														no
vyjevenec	2	3	yes1	x	ec	cenevejyv			vyjevený	deVnpart														no
vychytralec	3	3	yes1	x	ec	celartyhcyv			vychytralý	deVlpart														no
vychrtlec	2	3	yes1	x	ec	celtrhcyv			vychrtlý	deVlpart														no
vychovanec	2	3	yes1	x	ec	cenavohcyv			vychovaný	deVnpart														no
vychcanec	2	2	yes1	x	ec	cenachcyv			vychcaný	deVnpart														no
vyhulenec	2	3	yes1	x	ec	ceneluhyv			vyhulený	deVnpart														no
vyhoštěnec	8	3	yes1	x	ec	cenětšohyv			vyhoštěný	deVnpart														no
vyholenec	3	3	yes1	x	ec	cenelohyv			vyholený	deVnpart														no
vyhnanec	215	2	yes1	x	ec	cenanhyv			vyhnaný	deVnpart														no
vyděšenec	2	3	yes1	x	ec	cenešědyv			vyděšený	deVnpart														no
vyděděnec	90	3	yes1	x	ec	cenědědyv			vyděděný	deVnpart														no
vtíravec	1	2	yes1	x	ec	cevarítv			vtíravý	deVother														no
utečenec	161	3	yes1	x	ec	cenečetu			utečený	deVnpart														no
ušmudlanec	2	3	yes1	x	ec	cenaldumšu			ušmudlaný	deVnpart														no
ušlechtilec	1	3	yes1	x	ec	celithcelšu			ušlechtilý	deVlpart														no
ustrašenec	6	3	yes1	x	ec	cenešartsu			ustrašený	deVnpart														no
usoplenec	3	3	yes1	x	ec	cenelposu			usoplený	deVnpart														no
usmrkanec	26	3	yes1	x	ec	cenakrmsu			usmrkaný	deVnpart														no
usídlenec	3	3	yes1	x	ec	ceneldísu			usídlený	deVnpart														no
uřvanec	2	2	yes1	x	ec	cenavřu			uřvaný	deVnpart														no
urozenec	10	3	yes1	x	ec	cenezoru			urozený	deVnpart														no
umrlec	39	2	yes1	x	ec	celrmu			umrlý	deVlpart														no
umouněnec	3	3	yes1	x	ec	ceněnuomu			umouněný	deVnpart														no
umírněnec	2	3	yes1	x	ec	ceněnrímu			umírněný	deVnpart														no
umíněnec	5	3	yes1	x	ec	ceněnímu			umíněný	deVnpart														no
ufňukanec	3	3	yes1	x	ec	cenakuňfu			ufňukaný	deVnpart														no
udivenec	1	3	yes1	x	ec	cenevidu			udivený	deVnpart														no
ubulenec	1	3	yes1	x	ec	cenelubu			ubulený	deVnpart														no
ubrečenec	2	3	yes1	x	ec	cenečerbu			ubrečený	deVnpart														no
svěřenec	1356	2	yes1	x	ec	ceneřěvs			svěřený	deVnpart														no
spřízněnec	19	2	yes1	x	ec	ceněnzířps			spřízněný	deVnpart														no
spřeženec	5	2	yes1	x	ec	cenežeřps			spřežený	deVnpart														no
spojenec	2278	2	yes1	x	ec	cenejops			spojený	deVnpart														no
smířlivec	1	2	yes1	x	ec	cevilříms			smířlivý	deVother														no
skrčenec	13	2	yes1	x	ec	cenečrks			skrčený	deVnpart														no
schovanec	5	2	yes1	x	ec	cenavohcs			schovaný	deVnpart														no
sebranec	6	2	yes1	x	ec	cenarbes			sebraný	deVnpart														no
rozmazlenec	12	3	yes1	x	ec	cenelzamzor			rozmazlený	deVnpart														no
rozmařilec	5	3	yes1	x	ec	celiřamzor			rozmařilý	deVlpart														no
rozjívenec	3	3	yes1	x	ec	cenevíjzor			rozjívený	deVnpart														no
rozervanec	12	3	yes1	x	ec	cenavrezor			rozervaný	deVnpart														no
rozedranec	4	3	yes1	x	ec	cenardezor			rozedraný	deVnpart														no
přizpůsobivec	1	4	yes1	x	ec	cevibosůpziřp			přizpůsobivý	deVother														no
přívrženec	382	3	yes1	x	ec	cenežrvířp			převržený	deVnpart														no
přivandrovalec	67	4	yes1	x	ec	celavordnaviřp			přivandrovalý	deVlpart														no
přistěhovalec	819	4	yes1	x	ec	celavohětsiřp			přistěhovalý	deVlpart														no
přírodozpytec	9	4	yes1	x	ec	cetypzodorířp	přírodozpyt	COMPOUND																no
přírodopisec	10	4	yes1	x	ec	cesipodorířp	přírodopis	COMPOUND																no
přidělenec	103	3	yes1	x	ec	cenelědiřp			přidělený	deVnpart														no
převtělenec	5	3	yes1	x	ec	cenelětveřp			převtělený	deVnpart														no
přestěhovalec	3	4	yes1	x	ec	celavohětseřp			přestěhovalý	deVlpart														no
přesídlenec	17	3	yes1	x	ec	ceneldíseřp			přesídlený	deVnpart														no
přemýšlivec	4	3	yes1	x	ec	cevilšýmeřp			přemýšlivý	deVother														no
přelétavec	1	3	yes1	x	ec	cevatéleřp			přelétavý	deVother														no
provinilec	259	3	yes1	x	ec	celinivorp			provinilý	deVlpart														no
propuštěnec	49	3	yes1	x	ec	cenětšuporp			propuštěný	deVnpart														no
prolhanec	1	2	yes1	x	ec	cenahlorp			prolhaný	deVnpart														no
proklatec	13	2	yes1	x	ec	cetalkorp			proklatý	deVnpart														no
probuzenec	2	3	yes1	x	ec	cenezuborp			probuzený	deVnpart														no
povýšenec	15	3	yes1	x	ec	cenešývop			povýšený	deVnpart														no
povolanec	2	3	yes1	x	ec	cenalovop			povolaný	deVnpart														no
pověšenec	1	3	yes1	x	ec	cenešěvop			pověšený	deVnpart														no
pověřenec	66	3	yes1	x	ec	ceneřěvop			pověřený	deVnpart														no
poturčenec	6	3	yes1	x	ec	cenečrutop			poturčený	deVnpart														no
potřeštěnec	10	3	yes1	x	ec	cenětšeřtop			potřeštěný	deVnpart														no
potměšilec	1	3	yes1	x	ec	celišěmtop			potměšilý	deNother														no
potetovanec	4	4	yes1	x	ec	cenavotetop			potetovaný	deVnpart														no
poškozenec	2	3	yes1	x	ec	cenezokšop			poškozený	deVnpart														no
pošetilec	58	2	yes1	x	ec	celitešop			pošetilý	UNMOT														no
pošahanec	7	3	yes1	x	ec	cenahašop			pošahaný	deVnpart														no
poslanec	6037	2	yes1	x	ec	cenalsop			poslaný	deVnpart														no
poraženec	7	3	yes1	x	ec	cenežarop			poražený	deVnpart														no
popudlivec	2	3	yes1	x	ec	cevildupop			popudlivý	deVother														no
pomstychtivec	3	3	yes1	x	ec	cevithcytsmop			pomstychtivý	COMPOUND														no
pomatenec	74	3	yes1	x	ec	cenetamop			pomatený	deVnpart														no
pokrytec	162	2	yes1	x	ec	cetyrkop			pokrytý	deVnpart														no
pokrevenec	1	3	yes1	x	ec	ceneverkop			pokrevní	deNother														no
pojištěnec	371	3	yes1	x	ec	cenětšijop			pojištěný	deVnpart														no
podvrženec	1	3	yes1	x	ec	cenežrvdop			podvržený	deVnpart														no
podnikavec	78	3	yes1	x	ec	cevakindop			podnikavý	deVother														no
podlézavec	5	3	yes1	x	ec	cevazéldop			podlézavý	deVother														no
podělanec	3	3	yes1	x	ec	cenalědop			podělaný	deVnpart														no
poctivec	66	2	yes1	x	ec	cevitcop			poctivý	deNother														no
pobloudilec	4	3	yes1	x	ec	celiduolbop			pobloudilý	deVlpart														no
ožralec	7	2	yes1	x	ec	celaržo			ožralý	deVlpart														no
ozbrojenec	385	3	yes1	x	ec	cenejorbzo			ozbrojený	deVnpart														no
otužilec	141	3	yes1	x	ec	celižuto			otužilý	deVlpart														no
otrhanec	53	3	yes1	x	ec	cenahrto			otrhaný	deVnpart														no
osvojenec	15	3	yes1	x	ec	cenejovso			osvojený	deVnpart														no
osvícenec	88	3	yes1	x	ec	cenecívso			osvícený	deVnpart														no
ostýchavec	1	3	yes1	x	ec	cevahcýtso			ostýchavý	deVother														no
ospalec	13	2	yes1	x	ec	celapso			ospalý	deVlpart														no
oslavenec	135	3	yes1	x	ec	cenevalso			oslavený	deVnpart														no
osídlenec	25	3	yes1	x	ec	ceneldíso			osídlený	deVnpart														no
osamělec	17	3	yes1	x	ec	celěmaso			osamělý	deVlpart														no
opuštěnec	3	3	yes1	x	ec	cenětšupo			opuštěný	deVnpart														no
